po_number,SKU,chassis,mfp_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_at,hs_client_type,hs_dealtype,deal_id,Total SKU DZ on PO,unit_cost,fixed_cost,COGS int SKU Cost,COGS int SKU Cost exact,Total SKU on PO,cost_per_sku,COGS PKF Sock domestic SKU Cost
36142,10.02161888v1,10,,2,4,,5/3/2023,,,,9,,,,,100,2.83,339.6
36143,13.05163137v1,13,,5,3,,5/3/2023,,,,35,,,,,410,1.58,682.56
36145,10.02162665v2,10,,2,3,,5/3/2023,,,,3,,,,,35,2.85,136.8
36146,10.02156703v2,10,,2,1,,5/10/2023,,,,10,,,,,120,2.23,294.36
36147,10.02162529v2,10,,2,1,,5/3/2023,,,,15,,,,,170,1.96,376.32
36148,10.02162438v2,10,,2,4,,5/4/2023,,,,5,,,,,60,2.83,203.76
36149,55.02157905v1,55,,114,3,,5/3/2023,,,,9,,,,,98,2.93,351.6
36150,10.0298557v1,10,,2,1,,5/4/2023,,,,42,,,,,500,1.96,1011.36
36151,10.02160740v1,10,,2,1,,5/3/2023,,,,13,,,,,150,1.96,329.28
36152,10.02162926v1,10,,2,1,,5/3/2023,,,,59,,,,,700,1.88,1353.6
36153,10.02150431v3,10,,2,3,,5/3/2023,,,,24,,,,,288,2.54,762
36153,10.02150433v3,10,,2,3,,5/3/2023,,,,24,,,,,288,2.54,762
36154,10.02162869v1,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
36157,10.02163279v1,10,,2,4,,5/4/2023,,,,42,,,,,500,2.54,1310.64
36159,10.02102069v1,10,,2,3,,5/3/2023,,,,17,,,,,204,2.54,548.64
36160,10.02155189v2,10,,2,3,,5/3/2023,,,,5,,,,,60,2.85,205.2
36161,10.02158057v10,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36162,10.0288519v3,10,,2,1,,5/4/2023,,,,10,,,,,120,2.23,294.36
36164,10.02115639v1,10,,2,3,,5/4/2023,,,,42,,,,,500,2.54,1310.64
36166,10.02159568v1,10,,2,1,,5/4/2023,,,,834,,,,,10000,1.52,15230.4
36166,10.02159565v1,10,,2,1,,5/4/2023,,,,834,,,,,10000,1.52,15230.4
36167,17.02162720v1,17,,9,4,,5/4/2023,,,,5,,,,,60,2.83,203.76
36168,10.0247476v1,10,,2,4,,5/4/2023,,,,5,,,,,50,2.83,203.76
36169,10.02164049v1,10,,2,1,,5/9/2023,,,,17,,,,,200,1.96,423.36
36170,10.0216674v1,10,,2,1,,5/4/2023,,,,20,,,,,240,1.96,493.92
36171,55.02161944v1,55,,114,1,,5/4/2023,,,,5,,,,,60,2.56,184.32
36172,10.02153021v1,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
36173,10.02118897v1,10,,2,4,,5/4/2023,,,,8,,,,,85,2.83,305.64
36174,10.02153021v1,10,,2,1,,5/4/2023,,,,14,,,,,165,1.96,352.8
36175,55.02153636v2,55,,114,4,,5/4/2023,,,,10,,,,,120,2.88,380.16
36176,10.02154671v2,10,,2,1,,5/4/2023,,,,25,,,,,300,1.96,611.52
36177,10.02130336v1,10,,2,4,,5/4/2023,,,,7,,,,,82,2.83,271.68
36179,55.02120517v2,55,,114,4,,5/4/2023,,,,20,,,,,240,2.7,680.4
36180,10.02163358v1,10,,2,1,,5/4/2023,,,,3,,,,,30,3.5,168
36181,10.0284005v5,10,,2,3,,5/4/2023,,,,42,,,,,500,2.54,1310.64
36182,10.02162274v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36182,10.02162276v1,10,,2,4,,5/5/2023,,,,13,,,,,150,2.54,426.72
36182,10.02162280v1,10,,2,4,,5/5/2023,,,,9,,,,,100,2.83,339.6
36183,10.02157116v2,10,,2,4,,5/4/2023,,,,105,,,,,1250,2.01,2556.72
36184,10.02162894v1,10,,2,4,,5/4/2023,,,,13,,,,,150,2.54,426.72
36185,10.0293905v2,10,,2,3,,5/4/2023,,,,7,,,,,80,2.85,273.6
36186,10.02163222v1,10,,2,1,,5/5/2023,,,,3,,,,,30,3.5,168
36187,10.02162416v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
36187,10.02162413v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
36188,10.02151795v1,10,,2,4,,5/4/2023,,,,10,,,,,120,2.71,357.72
36189,10.02152043v1,10,,2,4,,5/4/2023,,,,17,,,,,200,2.54,548.64
36191,10.026879v2,10,,2,1,,5/4/2023,,,,9,,,,,100,2.56,307.2
36192,55.02158231v2,55,,114,4,,5/4/2023,,,,20,,,,,240,2.7,680.4
36193,10.02164024v1,10,,2,1,,5/10/2023,,,,42,,,,,500,1.96,1011.36
36194,12.02161959v1,12,,4,1,,5/4/2023,,,,15,,,,,175,1.63,312.96
36195,17.02131953v1,17,,9,1,,5/5/2023,,,,5,,,,,60,2.56,184.32
36196,10.02158689v2,10,,2,1,,5/10/2023,,,,42,,,,,500,1.96,1011.36
36197,10.02162933v2,10,,2,1,,5/5/2023,,,,11,,,,,124,2.23,321.12
36198,10.02154886v3,10,,2,1,,5/10/2023,,,,42,,,,,500,1.96,1011.36
36199,10.02163333v2,10,,2,1,,5/5/2023,,,,60,,,,,720,1.79,1310.28
36200,10.02162473v2,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36201,10.02156866v1,10,,2,1,,5/5/2023,,,,42,,,,,500,1.96,1011.36
36202,17.02146721v3,17,,9,3,,5/5/2023,,,,200,,,,,2400,1.72,4148.64
36203,10.02151718v1,10,,2,1,,5/5/2023,,,,13,,,,,150,1.96,329.28
36205,10.02161738v2,10,,2,1,,5/5/2023,,,,100,,,,,1200,1.71,2072.52
36206,10.02163515v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36206,10.02163516v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36206,10.02163510v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36206,10.02163514v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36206,10.02163511v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36207,11.02161895v7,11,,3,3,,5/5/2023,,,,5,,,,,60,3.02,217.44
36208,10.02163537v3,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36210,46.02163554v1,46,,113,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36210,10.02162868v3,10,,2,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36211,10.02163280v4,10,,2,1,,5/5/2023,,,,10,,,,,120,2.23,294.36
36212,10.02163575v1,10,,2,4,,5/5/2023,,,,5,,,,,60,2.83,203.76
36213,10.02150522v1,10,,2,1,,5/8/2023,,,,13,,,,,150,1.96,329.28
36214,10.02159399v1,10,,2,4,,5/5/2023,,,,60,,,,,720,2.01,1471.32
36215,10.02132240v2,10,,2,3,,5/5/2023,,,,3,,,,,30,2.85,136.8
36215,10.02156160v1,10,,2,3,,5/5/2023,,,,3,,,,,30,2.85,136.8
36216,10.02162855v4,10,,2,1,,5/8/2023,,,,10,,,,,120,2.23,294.36
36216,10.02162600v3,10,,2,1,,5/8/2023,,,,10,,,,,120,2.23,294.36
36217,10.0238954v1,10,,2,1,,5/16/2023,,,,5,,,,,60,2.56,184.32
36218,10.02162734v2,10,,2,1,,5/5/2023,,,,25,,,,,300,1.96,611.52
36219,10.0246762v1,10,,2,1,,5/5/2023,,,,9,,,,,100,2.56,307.2
36220,55.02160107v1,55,,114,4,,5/5/2023,,,,84,,,,,1005,2.18,2223.6
36221,10.02163683v1,10,,2,1,,5/9/2023,,,,5,,,,,60,2.56,184.32
36222,10.02163562v1,10,,2,3,,5/5/2023,,,,5,,,,,60,2.85,205.2
36223,10.02100715v1,10,,2,3,,5/8/2023,,,,42,,,,,500,2.54,1310.64
36224,55.02155191v2,55,,114,3,,5/8/2023,,,,9,,,,,100,2.93,351.6
36226,55.02163811v1,55,,114,3,,5/8/2023,,,,3,,,,,30,2.93,140.64
36228,46.02163585v1,46,,113,1,,5/8/2023,,,,13,,,,,150,1.96,329.28
36229,10.04161603v1,10,,2,3,,5/10/2023,,,,20,,,,,240,2.54,640.08
36229,14.06161602v1,14,,6,3,,5/10/2023,,,,20,,,,,240,1.58,398.16
36231,10.02117132v2,10,,2,1,,5/8/2023,,,,5,,,,,60,2.56,184.32
36232,10.02163805v1,10,,2,1,,5/8/2023,,,,5,,,,,60,2.56,184.32
36233,10.02163653v1,10,,2,1,,5/8/2023,,,,42,,,,,500,1.96,1011.36
36234,10.02151536v2,10,,2,1,,5/8/2023,,,,42,,,,,500,1.96,1011.36
36235,10.02131135v2,10,,2,1,,5/8/2023,,,,10,,,,,120,2.23,294.36
36236,46.02163567v1,46,,113,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36237,10.02163831v1,10,,2,1,,5/8/2023,,,,42,,,,,500,1.96,1011.36
36238,10.0254449v2,10,,2,3,,5/8/2023,,,,5,,,,,60,2.85,205.2
36238,10.0254448v1,10,,2,3,,5/8/2023,,,,5,,,,,60,2.85,205.2
36239,55.02156795v1,55,,114,1,,5/9/2023,,,,10,,,,,120,2.23,294.36
36240,10.02149667v2,10,,2,1,,6/7/2023,,,,15,,,,,180,1.96,376.32
36241,10.02105641v5,10,,2,1,,5/8/2023,,,,42,,,,,500,1.96,1011.36
36243,10.0222750v1,10,,2,3,,5/8/2023,,,,63,,,,,750,2.01,1543.68
36244,10.02158638v4,10,,2,1,,5/8/2023,,,,10,,,,,120,2.23,294.36
36245,10.02157629v3,10,,2,4,,5/16/2023,,,,9,,,,,100,2.83,339.6
36246,12.02156951v2,12,,4,3,,5/16/2023,,,,8,,,,,90,2.6,280.8
36247,12.03163838v1,12,,4,1,,5/8/2023,,,,11,,,,,130,1.9,273.6
36247,12.02163832v1,12,,4,1,,5/8/2023,,,,33,,,,,385,1.63,665.04
36248,55.02163058v3,55,,114,3,,5/8/2023,,,,15,,,,,180,2.62,503.04
36248,55.02163058v2,55,,114,3,,5/8/2023,,,,15,,,,,180,2.62,503.04
36249,10.024405v2,10,,2,4,,5/8/2023,,,,42,,,,,500,2.54,1310.64
36250,55.02156434v4,55,,114,1,,5/8/2023,,,,13,,,,,150,1.96,329.28
36251,10.02163836v1,10,,2,1,,5/9/2023,,,,38,,,,,450,1.96,917.28
36251,10.02163851v1,10,,2,1,,5/9/2023,,,,50,,,,,600,1.88,1150.56
36252,10.02163663v3,10,,2,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36253,10.02163406v1,10,,2,3,,5/8/2023,,,,6,,,,,62,2.85,239.4
36254,10.02163734v1,10,,2,1,,5/8/2023,,,,11,,,,,125,2.23,321.12
36256,10.02149778v2,10,,2,4,,5/8/2023,,,,38,,,,,451,2.54,1188.72
36257,10.02163452v1,10,,2,3,,5/8/2023,,,,15,,,,,170,2.54,487.68
36257,10.02163415v1,10,,2,3,,5/8/2023,,,,15,,,,,170,2.54,487.68
36257,10.02163409v1,10,,2,3,,5/8/2023,,,,15,,,,,170,2.54,487.68
36258,10.0317446v3,10,,2,1,,5/9/2023,,,,10,,,,,120,2.23,294.36
36259,55.02161979v7,55,,114,1,,5/8/2023,,,,3,,,,,30,2.56,122.88
36260,10.02156385v1,10,,2,1,,5/8/2023,,,,13,,,,,150,1.96,329.28
36261,12.02163857v1,12,,4,1,,5/9/2023,,,,10,,,,,120,1.9,250.8
36262,10.02162524v3,10,,2,1,,5/10/2023,,,,20,,,,,240,1.96,493.92
36264,10.02156833v2,10,,2,1,,5/9/2023,,,,10,,,,,120,2.23,294.36
36265,55.02163952v1,55,,114,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36265,55.02163871v1,55,,114,1,,5/8/2023,,,,21,,,,,250,1.96,517.44
36266,10.02158789v1,10,,2,1,,5/10/2023,,,,17,,,,,200,1.96,423.36
36267,10.02151185v2,10,,2,4,,5/9/2023,,,,21,,,,,248,2.54,670.56
36268,10.02162892v1,10,,2,3,,5/8/2023,,,,3,,,,,30,2.85,136.8
36269,10.02163651v1,10,,2,3,,5/9/2023,,,,43,,,,,505,2.54,1341.12
36269,10.02163654v1,10,,2,3,,5/9/2023,,,,84,,,,,1000,2.01,2050.2
36270,10.0226284v2,10,,2,4,,5/9/2023,,,,12,,,,,144,2.54,396.24
36271,10.02164021v1,10,,2,3,,5/9/2023,,,,3,,,,,30,2.85,136.8
36272,13.05153332v4,13,,5,3,,5/9/2023,,,,30,,,,,360,1.58,587.76
36273,10.02155248v4,10,,2,1,,5/9/2023,,,,34,,,,,400,1.96,823.2
36276,10.02159926v1,10,,2,1,,5/9/2023,,,,11,,,,,125,2.23,321.12
36276,10.0253621v3,10,,2,1,,5/9/2023,,,,11,,,,,125,2.23,321.12
36277,10.02162861v2,10,,2,1,,5/10/2023,,,,10,,,,,120,2.23,294.36
36278,10.02163402v1,10,,2,3,,5/11/2023,,,,130,,,,,1550,2.01,3159.72
36279,10.02162671v4,10,,2,1,,5/9/2023,,,,21,,,,,250,1.96,517.44
36280,55.02164203v1,55,,114,1,,5/10/2023,,,,5,,,,,60,2.56,184.32
36280,55.02164202v1,55,,114,1,,5/10/2023,,,,5,,,,,60,2.56,184.32
36281,10.02164084v1,10,,2,3,,5/9/2023,,,,5,,,,,60,2.85,205.2
36282,932164073v2,93,136,120,10,45079,5/9/2023,Distributor,existingbusiness,13231053853,12,1.8,0,280.8,244.8,,,
36283,10.02163800v1,10,,2,1,,5/9/2023,,,,25,,,,,300,1.96,611.52
36285,12.02164123v1,12,,4,1,,5/9/2023,,,,5,,,,,60,2.23,160.56
36286,10.02133175v1,10,,2,1,,5/9/2023,,,,13,,,,,150,1.96,329.28
36287,10.0247378v1,10,,2,1,,5/10/2023,,,,7,,,,,75,2.56,245.76
36287,10.02163790v1,10,,2,1,,5/10/2023,,,,3,,,,,31,3.5,168
36287,10.0247377v1,10,,2,1,,5/10/2023,,,,7,,,,,75,2.56,245.76
36288,10.02158400v1,10,,2,4,,5/15/2023,,,,30,,,,,360,2.54,944.88
36289,55.02162822v3,55,,114,1,,5/10/2023,,,,10,,,,,120,2.23,294.36
36291,10.02111277v1,10,,2,3,,5/9/2023,,,,10,,,,,120,2.72,359.04
36292,932164162v1,93,240,120,10,45082,5/10/2023,Direct,newbusiness,13243065944,20,1.42,0,357.84,340.8,,,
36293,10.02133141v1,10,,2,3,,5/10/2023,,,,42,,,,,500,2.54,1310.64
36294,10.02160871v4,10,,2,1,,5/9/2023,,,,10,,,,,120,2.23,294.36
36295,18.0251510v3,18,,10,3,,5/10/2023,,,,20,,,,,240,2.62,660.24
36297,10.02164246v2,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36298,10.02160405v1,10,,2,4,,5/10/2023,,,,36,,,,,430,2.54,1127.76
36299,10.02101367v3,10,,2,1,,5/10/2023,,,,42,,,,,500,1.96,1011.36
36300,10.02137354v2,10,,2,1,,5/9/2023,,,,9,,,,,100,2.56,307.2
36301,46.0292083v1,46,,113,1,,5/9/2023,,,,42,,,,,500,1.96,1011.36
36302,10.02150229v1,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36302,10.02150233v1,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36303,10.02164199v1,10,,2,1,,5/9/2023,,,,5,,,,,50,3.5,252
36304,10.0242010v1,10,,2,4,,5/10/2023,,,,5,,,,,60,2.83,203.76
36304,10.0242028v1,10,,2,4,,5/10/2023,,,,5,,,,,60,2.83,203.76
36304,10.0241997v1,10,,2,4,,5/10/2023,,,,5,,,,,60,2.83,203.76
36305,10.02114934v1,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36306,55.02163216v2,55,,114,3,,5/12/2023,,,,6,,,,,70,2.93,246.12
36306,55.02163234v2,55,,114,3,,5/12/2023,,,,6,,,,,70,2.93,246.12
36307,10.02153754v1,10,,2,4,,5/10/2023,,,,5,,,,,60,2.83,203.76
36308,10.02164205v1,10,,2,1,,5/10/2023,,,,100,,,,,1200,1.71,2072.52
36309,10.02149877v1,10,,2,3,,5/10/2023,,,,9,,,,,100,2.85,342
36311,10.0245785v1,10,,2,1,,5/10/2023,,,,9,,,,,100,2.56,307.2
36312,12.02163961v1,12,,4,1,,5/10/2023,,,,20,,,,,240,1.63,410.76
36313,10.0231293v1,10,,2,3,,5/10/2023,,,,17,,,,,200,2.54,548.64
36314,10.0291596v1,10,,2,1,,5/10/2023,,,,30,,,,,360,1.96,729.12
36315,46.02139133v1,46,,113,3,,5/10/2023,,,,10,,,,,120,2.72,359.04
36316,10.02144411v3,10,,2,1,,5/10/2023,,,,7,,,,,80,2.56,245.76
36317,55.02164116v1,55,,114,1,,5/10/2023,,,,3,,,,,30,2.56,122.88
36319,10.02158587v1,10,,2,3,,5/10/2023,,,,30,,,,,360,2.54,944.88
36321,10.02136130v1,10,,2,4,,5/10/2023,,,,25,,,,,300,2.54,792.48
36322,55.0298449v4,55,,114,1,,5/10/2023,,,,34,,,,,400,1.96,823.2
36322,10.02163546v1,10,,2,1,,5/10/2023,,,,3,,,,,30,3.5,168
36323,10.02124101v1,10,,2,1,,5/10/2023,,,,5,,,,,60,2.56,184.32
36324,21.02162087v1,21,,12,1,,5/10/2023,,,,21,,,,,250,2.71,715.44
36325,10.0261947v4,10,,2,1,,5/10/2023,,,,34,,,,,400,1.96,823.2
36327,10.02163729v2,10,,2,1,,5/10/2023,,,,10,,,,,120,2.23,294.36
36328,55.02164311v2,55,,114,1,,5/11/2023,,,,23,,,,,276,1.96,564.48
36328,55.02164314v1,55,,114,1,,5/11/2023,,,,23,,,,,274,1.96,564.48
36329,10.0290512v1,10,,2,4,,5/10/2023,,,,46,,,,,550,2.28,1285.92
36330,10.02163955v1,10,,2,1,,5/11/2023,,,,5,,,,,60,2.56,184.32
36330,10.02163956v1,10,,2,1,,5/11/2023,,,,5,,,,,60,2.56,184.32
36331,10.02161191v1,10,,2,3,,5/10/2023,,,,30,,,,,360,2.54,944.88
36332,10.02163169v3,10,,2,1,,5/10/2023,,,,17,,,,,200,1.96,423.36
36334,10.0290773v2,10,,2,3,,5/12/2023,,,,10,,,,,120,2.72,359.04
36335,15.02162030v2,15,,7,3,,5/10/2023,,,,13,,,,,150,3.66,614.88
36336,932164380v1,93,500,120,10,45084,5/11/2023,Direct,existingbusiness,13205516663,42,1.31,0,675.96,655,,,
36337,10.0224743v2,10,,2,4,,5/10/2023,,,,9,,,,,100,2.83,339.6
36338,44.0236831v5,44,,21,4,,5/10/2023,,,,18,,,,,215,2.7,615.6
36339,13.05162780v1,13,,5,3,,5/10/2023,,,,17,,,,,200,1.58,341.28
36340,10.02164414v1,10,,2,3,,5/10/2023,,,,21,,,,,250,2.54,670.56
36340,10.02164409v1,10,,2,3,,5/10/2023,,,,21,,,,,250,2.54,670.56
36341,10.0278314v1,10,,2,3,,5/10/2023,,,,6,,,,,61,2.85,239.4
36341,10.0278315v1,10,,2,3,,5/10/2023,,,,6,,,,,61,2.85,239.4
36342,10.02164201v1,10,,2,3,,5/11/2023,,,,5,,,,,60,2.85,205.2
36343,10.02142108v3,10,,2,3,,5/10/2023,,,,5,,,,,60,2.85,205.2
36344,10.02146457v1,10,,2,4,,5/10/2023,,,,5,,,,,60,2.83,203.76
36345,10.02161232v1,10,,2,4,,5/22/2023,,,,50,,,,,600,2.28,1395.36
36345,10.02161232v2,10,,2,4,,5/22/2023,,,,50,,,,,600,2.28,1395.36
36347,10.02162409v1,10,,2,3,,5/10/2023,,,,6,,,,,65,2.85,239.4
36348,17.02164652v2,17,,9,4,,5/16/2023,,,,5,,,,,60,2.83,203.76
36349,10.02116809v1,10,,2,4,,5/10/2023,,,,84,,,,,1000,2.01,2050.2
36350,12.02164513v1,12,,4,3,,5/11/2023,,,,84,,,,,1000,1.76,1795.2
36350,10.02161145v3,10,,2,3,,5/11/2023,,,,84,,,,,1000,2.01,2050.2
36351,10.02164630v1,10,,2,3,,5/12/2023,,,,21,,,,,250,2.54,670.56
36352,10.02151613v2,10,,2,3,,5/15/2023,,,,84,,,,,1000,2.01,2050.2
36354,10.0231293v1,10,,2,3,,5/11/2023,,,,12,,,,,137,2.54,396.24
36355,10.02164566v1,10,,2,1,,5/10/2023,,,,13,,,,,150,1.96,329.28
36356,55.02164141v1,55,,114,1,,5/10/2023,,,,60,,,,,720,1.79,1310.28
36358,10.02164595v3,10,,2,1,,5/12/2023,,,,51,,,,,612,1.88,1173.12
36359,55.02161529v1,55,,114,1,,5/12/2023,,,,42,,,,,500,1.96,1011.36
36360,55.02112333v3,55,,114,3,,5/11/2023,,,,5,,,,,60,2.93,210.96
36361,10.03164606v1,10,,2,4,,5/12/2023,,,,9,,,,,100,2.83,339.6
36362,10.02164427v1,10,,2,3,,5/12/2023,,,,42,,,,,500,2.54,1310.64
36365,10.0270329v2,10,,2,3,,5/11/2023,,,,20,,,,,240,2.54,640.08
36366,55.02159062v2,55,,114,4,,5/12/2023,,,,5,,,,,60,3,216
36367,10.02163450v1,10,,2,1,,5/12/2023,,,,17,,,,,200,1.96,423.36
36368,10.02163501v2,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36369,10.02163132v4,10,,2,1,,5/16/2023,,,,42,,,,,500,1.96,1011.36
36370,10.0221252v1,10,,2,3,,5/11/2023,,,,40,,,,,480,2.54,1249.68
36371,46.02131887v1,46,,113,1,,5/11/2023,,,,34,,,,,400,1.96,823.2
36372,10.02163508v5,10,,2,3,,5/11/2023,,,,3,,,,,30,2.85,136.8
36373,10.02164197v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36374,10.02164422v1,10,,2,3,,5/12/2023,,,,42,,,,,500,2.54,1310.64
36375,10.02164578v1,10,,2,3,,5/12/2023,,,,17,,,,,200,2.54,548.64
36376,10.02102118v1,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36377,55.02129407v1,55,,114,1,,5/12/2023,,,,84,,,,,1000,1.79,1825.8
36377,55.02125324v5,55,,114,1,,5/12/2023,,,,84,,,,,1000,1.79,1825.8
36378,10.02162081v2,10,,2,3,,5/11/2023,,,,117,,,,,1400,2.01,2846.16
36378,10.02162083v2,10,,2,3,,5/11/2023,,,,117,,,,,1400,2.01,2846.16
36379,10.0217027v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36380,10.02164160v1,10,,2,1,,5/12/2023,,,,10,,,,,120,2.23,294.36
36381,10.02163888v2,10,,2,1,,5/12/2023,,,,21,,,,,250,1.96,517.44
36382,10.02148375v2,10,,2,1,,5/12/2023,,,,13,,,,,150,1.96,329.28
36383,10.02162019v1,10,,2,4,,5/12/2023,,,,21,,,,,250,2.54,670.56
36384,9102164654v2,910,1000,25,5,45084,5/12/2023,Distributor,existingbusiness,9714084707,84,0.76,90,865.2,850,,,
36385,10.0268765v2,10,,2,4,,5/12/2023,,,,13,,,,,150,2.54,426.72
36385,10.0268766v2,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36386,55.02163621v2,55,,114,1,,5/12/2023,,,,43,,,,,515,1.96,1034.88
36387,10.02163187v1,10,,2,1,,5/15/2023,,,,14,,,,,160,1.96,352.8
36388,93279095v2,93,665,120,10,45085,5/12/2023,Direct,existingbusiness,11775933712,56,1.31,0,896.04,871.15,,,
36388,93279095v2,93,20,120,10,45100,5/12/2023,Direct,existingbusiness,11775933712,2,1.8,0,64.8,36,,,
36388,93279105v2,93,625,120,10,45085,5/12/2023,Direct,existingbusiness,11775933712,53,1.31,0,848.88,818.75,,,
36389,10.0272978v1,10,,2,1,,5/12/2023,,,,9,,,,,100,2.56,307.2
36390,10.02161486v3,10,,2,1,,5/12/2023,,,,10,,,,,120,2.23,294.36
36391,55.02164653v1,55,,114,3,,5/12/2023,,,,10,,,,,120,2.8,369.6
36392,10.0218490v1,10,,2,1,,5/12/2023,,,,34,,,,,400,1.96,823.2
36393,10.0284729v1,10,,2,1,,5/17/2023,,,,5,,,,,60,2.56,184.32
36394,10.02164692v1,10,,2,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36395,10.0284330v1,10,,2,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36395,55.02112441v1,55,,114,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36395,10.0215502v1,10,,2,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36396,10.02164638v1,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36397,10.02105031v1,10,,2,1,,5/12/2023,,,,20,,,,,240,1.96,493.92
36398,10.02164387v1,10,,2,1,,5/12/2023,,,,10,,,,,120,2.23,294.36
36399,17.02164361v2,17,,9,3,,5/12/2023,,,,5,,,,,60,2.85,205.2
36400,17.0258534v6,17,,9,1,,5/12/2023,,,,20,,,,,240,1.96,493.92
36401,10.0291946v3,10,,2,1,,5/12/2023,,,,42,,,,,500,1.96,1011.36
36402,10.02164218v2,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36403,10.0210629v1,10,,2,1,,5/12/2023,,,,9,,,,,100,2.56,307.2
36404,46.02160394v1,46,,113,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36405,10.02164775v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36406,10.02164774v1,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36406,10.02164773v1,10,,2,4,,5/12/2023,,,,5,,,,,60,2.83,203.76
36407,10.02148689v1,10,,2,3,,5/12/2023,,,,7,,,,,75,2.85,273.6
36407,10.02148690v1,10,,2,3,,5/12/2023,,,,7,,,,,75,2.85,273.6
36408,10.0274993v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36409,10.02164526v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36411,10.02163426v1,10,,2,1,,5/12/2023,,,,21,,,,,250,1.96,517.44
36412,932164840v1,93,120,120,10,45084,5/12/2023,Direct,newbusiness,12003580680,10,1.8,0,237.6,216,,,
36412,932164841v1,93,120,120,10,45084,5/12/2023,Direct,newbusiness,12003580680,10,1.8,0,237.6,216,,,
36413,10.0249447v1,10,,2,4,,5/12/2023,,,,10,,,,,120,2.71,357.72
36414,10.02164614v1,10,,2,1,,5/12/2023,,,,21,,,,,250,1.96,517.44
36415,55.02162079v2,55,,114,3,,5/15/2023,,,,10,,,,,120,2.8,369.6
36416,55.02163139v1,55,,114,4,,5/12/2023,,,,5,,,,,60,3,216
36416,55.02163141v1,55,,114,4,,5/12/2023,,,,5,,,,,60,3,216
36418,10.0297618v1,10,,2,1,,5/12/2023,,,,5,,,,,60,2.56,184.32
36420,10.02126851v4,10,,2,1,,5/12/2023,,,,20,,,,,240,1.96,493.92
36421,55.02164893v1,55,,114,1,,5/12/2023,,,,3,,,,,30,2.56,122.88
36423,46.02162018v3,46,,113,1,,5/12/2023,,,,25,,,,,300,1.96,611.52
36423,46.02162018v2,46,,113,1,,5/12/2023,,,,25,,,,,290,1.96,611.52
36424,10.02161897v2,10,,2,4,,5/15/2023,,,,5,,,,,60,2.83,203.76
36425,10.02120729v1,10,,2,4,,5/15/2023,,,,5,,,,,60,2.83,203.76
36425,10.02120295v1,10,,2,4,,5/15/2023,,,,5,,,,,60,2.83,203.76
36426,10.0291085v2,10,,2,1,,5/12/2023,,,,21,,,,,250,1.96,517.44
36427,10.02167226v1,10,,2,3,,5/26/2023,,,,20,,,,,240,2.54,640.08
36428,10.02136130v1,10,,2,4,,5/17/2023,,,,10,,,,,120,2.71,357.72
36429,10.02155726v3,10,,2,3,,5/17/2023,,,,10,,,,,120,2.72,359.04
36430,10.0242507v1,10,,2,1,,5/16/2023,,,,60,,,,,720,1.79,1310.28
